"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030019071","Block Group 1, Census Tract 19.07, Honolulu County, Hawaii","576","92","484",
"1500000US150030019072","Block Group 2, Census Tract 19.07, Honolulu County, Hawaii","120","0","120",
"1500000US150030019073","Block Group 3, Census Tract 19.07, Honolulu County, Hawaii","279","47","232",
"1500000US150030020031","Block Group 1, Census Tract 20.03, Honolulu County, Hawaii","562","88","474",
"1500000US150030020032","Block Group 2, Census Tract 20.03, Honolulu County, Hawaii","449","89","360",
"1500000US150030020041","Block Group 1, Census Tract 20.04, Honolulu County, Hawaii","352","24","328",
"1500000US150030020042","Block Group 2, Census Tract 20.04, Honolulu County, Hawaii","340","34","306",
"1500000US150030020051","Block Group 1, Census Tract 20.05, Honolulu County, Hawaii","674","21","653",
"1500000US150030020052","Block Group 2, Census Tract 20.05, Honolulu County, Hawaii","360","37","323",
"1500000US150030020061","Block Group 1, Census Tract 20.06, Honolulu County, Hawaii","647","48","599",
"1500000US150030020062","Block Group 2, Census Tract 20.06, Honolulu County, Hawaii","530","104","426",
"1500000US150030021011","Block Group 1, Census Tract 21.01, Honolulu County, Hawaii","337","58","279",
"1500000US150030021012","Block Group 2, Census Tract 21.01, Honolulu County, Hawaii","365","44","321",
"1500000US150030021013","Block Group 3, Census Tract 21.01, Honolulu County, Hawaii","450","6","444",
"1500000US150030021021","Block Group 1, Census Tract 21.02, Honolulu County, Hawaii","190","24","166",
"1500000US150030021022","Block Group 2, Census Tract 21.02, Honolulu County, Hawaii","744","65","679",
"1500000US150030022031","Block Group 1, Census Tract 22.03, Honolulu County, Hawaii","939","81","858",
"1500000US150030022041","Block Group 1, Census Tract 22.04, Honolulu County, Hawaii","879","54","825",
"1500000US150030022051","Block Group 1, Census Tract 22.05, Honolulu County, Hawaii","1333","45","1288",
"1500000US150030022061","Block Group 1, Census Tract 22.06, Honolulu County, Hawaii","844","141","703",
"1500000US150030022062","Block Group 2, Census Tract 22.06, Honolulu County, Hawaii","609","140","469",
"1500000US150030023011","Block Group 1, Census Tract 23.01, Honolulu County, Hawaii","547","32","515",
"1500000US150030023012","Block Group 2, Census Tract 23.01, Honolulu County, Hawaii","880","255","625",
"1500000US150030023013","Block Group 3, Census Tract 23.01, Honolulu County, Hawaii","945","221","724",
"1500000US150030023021","Block Group 1, Census Tract 23.02, Honolulu County, Hawaii","737","98","639",
"1500000US150030023022","Block Group 2, Census Tract 23.02, Honolulu County, Hawaii","506","18","488",
"1500000US150030024011","Block Group 1, Census Tract 24.01, Honolulu County, Hawaii","432","54","378",
"1500000US150030024012","Block Group 2, Census Tract 24.01, Honolulu County, Hawaii","621","145","476",
"1500000US150030024013","Block Group 3, Census Tract 24.01, Honolulu County, Hawaii","262","22","240",
"1500000US150030024014","Block Group 4, Census Tract 24.01, Honolulu County, Hawaii","447","14","433",
"1500000US150030024031","Block Group 1, Census Tract 24.03, Honolulu County, Hawaii","566","47","519",
"1500000US150030024032","Block Group 2, Census Tract 24.03, Honolulu County, Hawaii","566","38","528",
"1500000US150030024041","Block Group 1, Census Tract 24.04, Honolulu County, Hawaii","335","30","305",
"1500000US150030024042","Block Group 2, Census Tract 24.04, Honolulu County, Hawaii","469","29","440",
"1500000US150030025001","Block Group 1, Census Tract 25, Honolulu County, Hawaii","1064","37","1027",
"1500000US150030025002","Block Group 2, Census Tract 25, Honolulu County, Hawaii","666","109","557",
"1500000US150030025003","Block Group 3, Census Tract 25, Honolulu County, Hawaii","268","55","213",
"1500000US150030026001","Block Group 1, Census Tract 26, Honolulu County, Hawaii","386","27","359",
