"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030012011","Block Group 1; Census Tract 12.01; Honolulu County; Hawaii","878","107","771",
"1500000US150030012012","Block Group 2; Census Tract 12.01; Honolulu County; Hawaii","805","88","717",
"1500000US150030012021","Block Group 1; Census Tract 12.02; Honolulu County; Hawaii","1175","190","985",
"1500000US150030012022","Block Group 2; Census Tract 12.02; Honolulu County; Hawaii","517","74","443",
"1500000US150030013001","Block Group 1; Census Tract 13; Honolulu County; Hawaii","537","194","343",
"1500000US150030013002","Block Group 2; Census Tract 13; Honolulu County; Hawaii","594","83","511",
"1500000US150030013003","Block Group 3; Census Tract 13; Honolulu County; Hawaii","448","167","281",
"1500000US150030013004","Block Group 4; Census Tract 13; Honolulu County; Hawaii","402","65","337",
"1500000US150030014001","Block Group 1; Census Tract 14; Honolulu County; Hawaii","378","47","331",
"1500000US150030014002","Block Group 2; Census Tract 14; Honolulu County; Hawaii","1133","294","839",
"1500000US150030015011","Block Group 1; Census Tract 15.01; Honolulu County; Hawaii","1143","248","895",
"1500000US150030015021","Block Group 1; Census Tract 15.02; Honolulu County; Hawaii","675","190","485",
"1500000US150030015022","Block Group 2; Census Tract 15.02; Honolulu County; Hawaii","852","228","624",
"1500000US150030016011","Block Group 1; Census Tract 16.01; Honolulu County; Hawaii","668","69","599",
"1500000US150030016012","Block Group 2; Census Tract 16.01; Honolulu County; Hawaii","373","132","241",
"1500000US150030016021","Block Group 1; Census Tract 16.02; Honolulu County; Hawaii","297","27","270",
"1500000US150030016022","Block Group 2; Census Tract 16.02; Honolulu County; Hawaii","471","113","358",
"1500000US150030017001","Block Group 1; Census Tract 17; Honolulu County; Hawaii","640","49","591",
"1500000US150030017002","Block Group 2; Census Tract 17; Honolulu County; Hawaii","326","67","259",
"1500000US150030018011","Block Group 1; Census Tract 18.01; Honolulu County; Hawaii","228","13","215",
"1500000US150030018012","Block Group 2; Census Tract 18.01; Honolulu County; Hawaii","211","18","193",
"1500000US150030018031","Block Group 1; Census Tract 18.03; Honolulu County; Hawaii","401","24","377",
"1500000US150030018032","Block Group 2; Census Tract 18.03; Honolulu County; Hawaii","54","6","48",
"1500000US150030018033","Block Group 3; Census Tract 18.03; Honolulu County; Hawaii","627","36","591",
"1500000US150030018034","Block Group 4; Census Tract 18.03; Honolulu County; Hawaii","474","79","395",
"1500000US150030018041","Block Group 1; Census Tract 18.04; Honolulu County; Hawaii","378","40","338",
"1500000US150030018042","Block Group 2; Census Tract 18.04; Honolulu County; Hawaii","378","62","316",
"1500000US150030019011","Block Group 1; Census Tract 19.01; Honolulu County; Hawaii","238","113","125",
"1500000US150030019051","Block Group 1; Census Tract 19.05; Honolulu County; Hawaii","286","0","286",
"1500000US150030019052","Block Group 2; Census Tract 19.05; Honolulu County; Hawaii","457","13","444",
"1500000US150030019061","Block Group 1; Census Tract 19.06; Honolulu County; Hawaii","412","47","365",
"1500000US150030019062","Block Group 2; Census Tract 19.06; Honolulu County; Hawaii","536","105","431",
"1500000US150030019063","Block Group 3; Census Tract 19.06; Honolulu County; Hawaii","760","90","670",
"1500000US150030019071","Block Group 1; Census Tract 19.07; Honolulu County; Hawaii","674","128","546",
"1500000US150030019072","Block Group 2; Census Tract 19.07; Honolulu County; Hawaii","77","0","77",
"1500000US150030019073","Block Group 3; Census Tract 19.07; Honolulu County; Hawaii","431","54","377",
"1500000US150030020031","Block Group 1; Census Tract 20.03; Honolulu County; Hawaii","575","58","517",
"1500000US150030020032","Block Group 2; Census Tract 20.03; Honolulu County; Hawaii","357","70","287",
"1500000US150030020041","Block Group 1; Census Tract 20.04; Honolulu County; Hawaii","313","34","279",
"1500000US150030020042","Block Group 2; Census Tract 20.04; Honolulu County; Hawaii","374","30","344",
"1500000US150030020051","Block Group 1; Census Tract 20.05; Honolulu County; Hawaii","475","32","443",
"1500000US150030020052","Block Group 2; Census Tract 20.05; Honolulu County; Hawaii","316","58","258",
"1500000US150030020061","Block Group 1; Census Tract 20.06; Honolulu County; Hawaii","466","18","448",
"1500000US150030020062","Block Group 2; Census Tract 20.06; Honolulu County; Hawaii","575","94","481",
"1500000US150030021011","Block Group 1; Census Tract 21.01; Honolulu County; Hawaii","265","21","244",
"1500000US150030021012","Block Group 2; Census Tract 21.01; Honolulu County; Hawaii","340","9","331",
"1500000US150030021013","Block Group 3; Census Tract 21.01; Honolulu County; Hawaii","407","18","389",
"1500000US150030021021","Block Group 1; Census Tract 21.02; Honolulu County; Hawaii","198","21","177",
"1500000US150030021022","Block Group 2; Census Tract 21.02; Honolulu County; Hawaii","641","92","549",
"1500000US150030022031","Block Group 1; Census Tract 22.03; Honolulu County; Hawaii","763","77","686",
"1500000US150030022041","Block Group 1; Census Tract 22.04; Honolulu County; Hawaii","863","91","772",
"1500000US150030022051","Block Group 1; Census Tract 22.05; Honolulu County; Hawaii","1107","128","979",
"1500000US150030022061","Block Group 1; Census Tract 22.06; Honolulu County; Hawaii","801","211","590",
"1500000US150030022062","Block Group 2; Census Tract 22.06; Honolulu County; Hawaii","473","196","277",
"1500000US150030023011","Block Group 1; Census Tract 23.01; Honolulu County; Hawaii","552","82","470",
"1500000US150030023012","Block Group 2; Census Tract 23.01; Honolulu County; Hawaii","977","206","771",
"1500000US150030023013","Block Group 3; Census Tract 23.01; Honolulu County; Hawaii","770","51","719",
"1500000US150030023021","Block Group 1; Census Tract 23.02; Honolulu County; Hawaii","593","65","528",
"1500000US150030023022","Block Group 2; Census Tract 23.02; Honolulu County; Hawaii","348","0","348",
"1500000US150030024011","Block Group 1; Census Tract 24.01; Honolulu County; Hawaii","503","23","480",
"1500000US150030024012","Block Group 2; Census Tract 24.01; Honolulu County; Hawaii","654","99","555",
"1500000US150030024013","Block Group 3; Census Tract 24.01; Honolulu County; Hawaii","303","0","303",
"1500000US150030024014","Block Group 4; Census Tract 24.01; Honolulu County; Hawaii","297","14","283",
"1500000US150030024031","Block Group 1; Census Tract 24.03; Honolulu County; Hawaii","415","52","363",
"1500000US150030024032","Block Group 2; Census Tract 24.03; Honolulu County; Hawaii","541","39","502",
