"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In households:","Margin of Error!!Total:!!In households:","Estimate!!Total:!!In households:!!Householder:","Margin of Error!!Total:!!In households:!!Householder:","Estimate!!Total:!!In households:!!Householder:!!Male:","Margin of Error!!Total:!!In households:!!Householder:!!Male:","Estimate!!Total:!!In households:!!Householder:!!Male:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Estimate!!Total:!!In households:!!Householder:!!Female:","Margin of Error!!Total:!!In households:!!Householder:!!Female:","Estimate!!Total:!!In households:!!Householder:!!Female:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Estimate!!Total:!!In households:!!Opposite-sex spouse","Margin of Error!!Total:!!In households:!!Opposite-sex spouse","Estimate!!Total:!!In households:!!Same-sex spouse","Margin of Error!!Total:!!In households:!!Same-sex spouse","Estimate!!Total:!!In households:!!Opposite-sex unmarried partner","Margin of Error!!Total:!!In households:!!Opposite-sex unmarried partner","Estimate!!Total:!!In households:!!Same-sex unmarried partner","Margin of Error!!Total:!!In households:!!Same-sex unmarried partner","Estimate!!Total:!!In households:!!Child:","Margin of Error!!Total:!!In households:!!Child:","Estimate!!Total:!!In households:!!Child:!!Biological child","Margin of Error!!Total:!!In households:!!Child:!!Biological child","Estimate!!Total:!!In households:!!Child:!!Adopted child","Margin of Error!!Total:!!In households:!!Child:!!Adopted child","Estimate!!Total:!!In households:!!Child:!!Stepchild","Margin of Error!!Total:!!In households:!!Child:!!Stepchild","Estimate!!Total:!!In households:!!Grandchild","Margin of Error!!Total:!!In households:!!Grandchild","Estimate!!Total:!!In households:!!Brother or sister","Margin of Error!!Total:!!In households:!!Brother or sister","Estimate!!Total:!!In households:!!Parent","Margin of Error!!Total:!!In households:!!Parent","Estimate!!Total:!!In households:!!Parent-in-law","Margin of Error!!Total:!!In households:!!Parent-in-law","Estimate!!Total:!!In households:!!Son-in-law or daughter-in-law","Margin of Error!!Total:!!In households:!!Son-in-law or daughter-in-law","Estimate!!Total:!!In households:!!Other relatives","Margin of Error!!Total:!!In households:!!Other relatives","Estimate!!Total:!!In households:!!Foster child","Margin of Error!!Total:!!In households:!!Foster child","Estimate!!Total:!!In households:!!Other nonrelatives","Margin of Error!!Total:!!In households:!!Other nonrelatives","Estimate!!Total:!!In group quarters","Margin of Error!!Total:!!In group quarters",
"1500000US150030112011","Block Group 1, Census Tract 112.01, Honolulu County, Hawaii","604","209","604","209","198","62","111","48","0","11","111","48","87","49","7","11","80","48","112","50","0","11","13","19","0","11","162","96","162","96","0","11","0","11","37","46","13","20","15","24","0","11","0","11","0","11","0","11","54","57","0","11",
"1500000US150030112012","Block Group 2, Census Tract 112.01, Honolulu County, Hawaii","721","238","678","231","261","70","164","70","11","17","153","67","97","48","43","30","54","40","150","63","0","11","25","35","0","11","217","115","217","115","0","11","0","11","13","22","0","11","12","22","0","11","0","11","0","11","0","11","0","11","43","33",
"1500000US150030112013","Block Group 3, Census Tract 112.01, Honolulu County, Hawaii","1275","319","1275","319","410","78","183","68","24","25","159","64","227","75","55","43","172","67","237","67","0","11","11","17","9","14","351","136","284","115","67","54","0","11","44","48","0","11","22","25","0","11","55","55","0","11","0","11","136","138","0","11",
"1500000US150030112014","Block Group 4, Census Tract 112.01, Honolulu County, Hawaii","591","180","591","180","204","45","91","40","27","24","64","33","113","36","24","19","89","37","110","42","0","11","0","11","0","11","182","81","162","76","0","11","20","33","43","58","0","11","0","11","0","11","0","11","0","11","0","11","52","44","0","11",
"1500000US150030112015","Block Group 5, Census Tract 112.01, Honolulu County, Hawaii","1037","310","1037","310","334","78","147","54","6","9","141","54","187","80","29","35","158","73","179","56","13","20","46","51","0","11","252","138","240","136","12","18","0","11","11","17","18","29","0","11","0","11","29","37","0","11","0","11","155","116","0","11",
"1500000US150030112021","Block Group 1, Census Tract 112.02, Honolulu County, Hawaii","1519","189","1519","189","537","54","243","53","21","17","222","52","294","62","108","52","186","52","301","62","5","9","31","21","0","11","335","87","328","86","0","11","7","10","82","64","5","8","9","13","6","11","32","22","10","14","0","11","166","79","0","11",
"1500000US150030113001","Block Group 1, Census Tract 113, Honolulu County, Hawaii","831","422","831","422","187","71","94","51","7","11","87","50","93","59","10","18","83","64","96","50","0","11","8","13","0","11","147","116","135","116","0","11","12","17","106","120","67","86","28","44","0","11","48","60","116","110","0","11","28","34","0","11",
"1500000US150030113002","Block Group 2, Census Tract 113, Honolulu County, Hawaii","3234","822","3234","822","624","120","369","112","47","30","322","111","255","86","0","11","255","86","409","114","0","11","7","11","0","11","1218","348","1133","350","66","56","19","20","383","229","32","43","90","79","9","14","66","51","228","197","0","11","168","98","0","11",
"1500000US150030113003","Block Group 3, Census Tract 113, Honolulu County, Hawaii","207","119","194","119","55","36","20","20","0","11","20","20","35","35","7","11","28","34","15","16","0","11","0","11","0","11","115","79","65","71","42","68","8","12","0","11","0","11","0","11","0","11","9","14","0","11","0","11","0","11","13","13",
"1500000US150030113004","Block Group 4, Census Tract 113, Honolulu County, Hawaii","1266","412","1266","412","331","84","172","88","26","24","146","85","159","57","15","17","144","57","172","81","0","11","24","23","0","11","432","205","432","205","0","11","0","11","139","95","28","46","0","11","0","11","45","51","33","42","0","11","62","62","0","11",
"1500000US150030114001","Block Group 1, Census Tract 114, Honolulu County, Hawaii","19","28","19","28","7","10","7","10","0","11","7","10","0","11","0","11","0","11","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","10","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030114002","Block Group 2, Census Tract 114, Honolulu County, Hawaii","914","269","914","269","303","68","227","70","42","39","185","66","76","40","6","9","70","39","221","71","0","11","0","11","0","11","364","142","352","140","0","11","12","13","26","41","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030114003","Block Group 3, Census Tract 114, Honolulu County, Hawaii","2472","369","1268","271","414","71","319","77","20","33","299","77","95","47","23","18","72","43","254","64","0","11","7","10","0","11","468","164","444","163","0","11","24","22","0","11","6","9","0","11","6","8","0","11","20","30","0","11","93","79","1204","246",
"1500000US150030115001","Block Group 1, Census Tract 115, Honolulu County, Hawaii","2980","403","2892","399","1022","120","459","100","32","36","427","99","563","149","130","54","433","149","712","159","0","11","116","77","0","11","887","197","871","183","0","11","16","33","0","11","0","11","45","39","0","11","0","11","43","67","0","11","67","70","88","44",
"1500000US150030115002","Block Group 2, Census Tract 115, Honolulu County, Hawaii","2408","513","2408","513","589","98","296","85","29","37","267","95","293","70","12","9","281","69","362","81","0","11","80","89","2","3","853","195","818","192","11","9","24","18","180","127","34","20","40","21","57","48","86","52","25","17","0","11","100","68","0","11",
"1500000US150030115003","Block Group 3, Census Tract 115, Honolulu County, Hawaii","4797","599","4797","599","1337","128","469","119","117","72","352","96","868","148","81","69","787","144","768","128","0","11","47","38","0","11","2097","401","2084","400","10","11","3","5","217","153","51","33","76","59","9","10","45","31","108","49","2","4","40","38","0","11",
"1500000US150039400011","Block Group 1, Census Tract 9400.01, Honolulu County, Hawaii","2185","222","2185","222","511","47","228","37","33","15","195","34","283","46","66","18","217","41","246","37","6","6","27","14","0","11","551","81","492","77","41","22","18","15","329","98","97","39","35","17","5","8","111","38","215","67","11","14","41","24","0","11",
"1500000US150039400012","Block Group 2, Census Tract 9400.01, Honolulu County, Hawaii","1891","231","1891","231","518","53","174","36","28","18","146","35","344","55","44","27","300","57","269","49","5","7","17","12","3","4","461","96","439","97","12","10","10","9","201","68","40","20","42","22","0","11","95","42","101","79","11","12","128","55","0","11",
"1500000US150039400021","Block Group 1, Census Tract 9400.02, Honolulu County, Hawaii","1073","205","1073","205","270","40","141","29","6","8","135","28","129","38","11","11","118","38","159","30","0","11","10","11","0","11","349","112","300","91","40","36","9","10","152","74","30","26","19","18","5","9","52","23","12","13","0","11","15","14","0","11",
"1500000US150039400022","Block Group 2, Census Tract 9400.02, Honolulu County, Hawaii","1450","192","1450","192","318","33","118","31","17","13","101","31","200","36","17","14","183","38","113","36","0","11","22","18","6","9","408","100","393","96","4","7","11","17","196","88","58","38","48","33","0","11","20","16","128","71","17","26","116","61","0","11",
"1500000US150039400023","Block Group 3, Census Tract 9400.02, Honolulu County, Hawaii","2218","272","2218","272","462","45","238","45","14","13","224","45","224","44","20","16","204","44","265","45","5","9","15","12","6","10","671","120","615","121","36","33","20","18","357","116","79","38","52","29","6","9","85","39","148","90","0","11","67","30","0","11",
"1500000US150039400024","Block Group 4, Census Tract 9400.02, Honolulu County, Hawaii","2248","475","2248","475","514","79","174","66","53","39","121","57","340","80","50","36","290","77","189","75","0","11","13","14","0","11","1060","341","826","271","28","27","206","241","82","56","101","62","16","26","0","11","10","11","110","65","0","11","153","111","0","11",
"1500000US150039800001","Block Group 1, Census Tract 9800, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039802001","Block Group 1, Census Tract 9802, Honolulu County, Hawaii","570","332","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","570","332",
"1500000US150039803001","Block Group 1, Census Tract 9803, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039806001","Block Group 1, Census Tract 9806, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039807001","Block Group 1, Census Tract 9807, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039808001","Block Group 1, Census Tract 9808, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039810001","Block Group 1, Census Tract 9810, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039811001","Block Group 1, Census Tract 9811, Honolulu County, Hawaii","28","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","30",
"1500000US150039812001","Block Group 1, Census Tract 9812, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039813001","Block Group 1, Census Tract 9813, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039814001","Block Group 1, Census Tract 9814, Honolulu County, Hawaii","4","5","4","5","4","5","0","11","0","11","0","11","4","5","4","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150039900010","Block Group 0, Census Tract 9900.01, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150050319001","Block Group 1, Census Tract 319, Kalawao County, Hawaii","66","15","55","10","39","7","20","5","13","5","7","4","19","7","13","8","6","5","7","6","0","11","4","4","0","11","5","5","5","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","12",
"1500000US150059900000","Block Group 0, Census Tract 9900, Kalawao County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070401031","Block Group 1, Census Tract 401.03, Kauai County, Hawaii","1365","293","1365","293","453","84","225","71","59","40","166","67","228","65","58","34","170","55","276","82","1","3","42","37","7","10","303","133","300","133","0","11","3","5","0","11","11","12","5","9","0","11","0","11","62","45","0","11","205","155","0","11",
"1500000US150070401032","Block Group 2, Census Tract 401.03, Kauai County, Hawaii","1964","380","1964","380","589","99","254","64","46","31","208","57","335","89","90","59","245","69","312","83","5","9","53","36","0","11","629","185","613","187","0","11","16","24","7","11","94","73","45","44","0","11","0","11","48","51","0","11","182","97","0","11",
"1500000US150070401033","Block Group 3, Census Tract 401.03, Kauai County, Hawaii","1524","326","1524","326","677","123","296","65","102","48","194","53","381","114","113","47","268","101","356","93","24","26","22","19","4","6","371","151","340","141","31","42","0","11","0","11","0","11","11","16","0","11","6","10","0","11","0","11","53","52","0","11",
"1500000US150070401034","Block Group 4, Census Tract 401.03, Kauai County, Hawaii","450","192","450","192","155","56","81","39","20","24","61","29","74","38","0","11","74","38","107","45","0","11","6","9","0","11","140","103","140","103","0","11","0","11","4","7","17","27","0","11","0","11","0","11","0","11","0","11","21","34","0","11",
"1500000US150070401041","Block Group 1, Census Tract 401.04, Kauai County, Hawaii","478","171","478","171","191","48","57","24","28","19","29","18","134","46","39","22","95","49","79","37","0","11","5","8","0","11","110","65","110","65","0","11","0","11","42","40","0","11","7","9","0","11","10","14","18","25","0","11","16","24","0","11",
"1500000US150070401042","Block Group 2, Census Tract 401.04, Kauai County, Hawaii","292","91","292","91","126","33","84","32","13","12","71","30","42","16","17","13","25","11","54","23","0","11","20","14","0","11","86","43","81","42","5","7","0","11","3","4","3","4","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070402041","Block Group 1, Census Tract 402.04, Kauai County, Hawaii","3584","437","3518","416","1185","117","605","136","92","75","513","124","580","127","110","65","470","118","663","135","36","35","117","93","0","11","759","210","759","210","0","11","0","11","96","98","45","46","92","71","30","45","20","35","57","62","0","11","418","204","66","75",
"1500000US150070402042","Block Group 2, Census Tract 402.04, Kauai County, Hawaii","2651","514","2651","514","805","101","454","105","59","56","395","105","351","94","95","66","256","80","512","126","0","11","53","36","0","11","728","221","711","211","17","33","0","11","104","86","40","35","12","20","0","11","92","71","90","87","0","11","215","152","0","11",
"1500000US150070402051","Block Group 1, Census Tract 402.05, Kauai County, Hawaii","1222","328","1222","328","425","79","236","66","43","28","193","66","189","67","69","37","120","60","187","66","0","11","54","43","6","9","387","174","301","156","0","11","86","93","14","21","8","13","51","48","13","20","8","12","5","9","0","11","64","44","0","11",
"1500000US150070402052","Block Group 2, Census Tract 402.05, Kauai County, Hawaii","771","202","771","202","306","88","115","69","48","58","67","39","191","72","30","26","161","68","128","51","0","11","23","23","0","11","53","57","53","57","0","11","0","11","29","37","15","22","0","11","0","11","0","11","14","21","0","11","203","109","0","11",
"1500000US150070402053","Block Group 3, Census Tract 402.05, Kauai County, Hawaii","552","185","552","185","236","67","84","41","22","23","62","33","152","66","25","40","127","65","149","62","8","13","74","87","0","11","70","63","70","63","0","11","0","11","0","11","0","11","15","23","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070402054","Block Group 4, Census Tract 402.05, Kauai County, Hawaii","1637","315","1637","315","568","88","194","56","60","30","134","54","374","83","67","47","307","77","284","71","0","11","61","53","0","11","581","171","568","167","0","11","13","23","57","55","7","11","21","25","0","11","7","13","7","11","0","11","44","33","0","11",
"1500000US150070403001","Block Group 1, Census Tract 403, Kauai County, Hawaii","1306","479","1306","479","470","109","224","86","63","54","161","83","246","107","108","71","138","91","162","71","0","11","22","36","0","11","458","384","419","397","0","11","39","46","32","80","0","11","0","11","0","11","22","57","0","11","0","11","140","148","0","11",
"1500000US150070403002","Block Group 2, Census Tract 403, Kauai County, Hawaii","1214","576","1214","576","419","166","200","126","0","11","200","126","219","115","58","53","161","109","216","118","0","11","66","104","0","11","431","279","357","213","19","32","55","88","50","82","0","11","0","11","0","11","32","54","0","11","0","11","0","11","0","11",
"1500000US150070403003","Block Group 3, Census Tract 403, Kauai County, Hawaii","1923","408","1923","408","748","164","451","169","113","109","338","151","297","120","34","40","263","112","413","122","0","11","42","45","0","11","405","157","405","157","0","11","0","11","23","36","24","38","54","65","0","11","38","57","0","11","0","11","176","129","0","11",
"1500000US150070403004","Block Group 4, Census Tract 403, Kauai County, Hawaii","448","367","448","367","144","65","79","53","20","31","59","54","65","48","40","45","25","40","52","50","0","11","0","11","0","11","98","115","98","115","0","11","0","11","53","83","0","11","35","53","0","11","35","54","0","11","0","11","31","48","0","11",
"1500000US150070403005","Block Group 5, Census Tract 403, Kauai County, Hawaii","224","226","224","226","65","39","15","26","0","11","15","26","50","41","38","33","12","24","31","35","0","11","0","11","0","11","97","122","97","122","0","11","0","11","0","11","0","11","0","11","31","50","0","11","0","11","0","11","0","11","0","11",
"1500000US150070403006","Block Group 6, Census Tract 403, Kauai County, Hawaii","3049","760","2983","762","857","193","426","177","124","122","302","140","431","155","42","39","389","153","485","155","34","48","66","67","0","11","1101","409","967","411","0","11","134","131","120","108","101","109","62","77","0","11","0","11","32","49","0","11","125","103","66","64",
"1500000US150070404001","Block Group 1, Census Tract 404, Kauai County, Hawaii","2547","535","2149","481","664","113","307","80","73","41","234","76","357","105","59","40","298","96","346","89","0","11","69","42","0","11","603","225","603","225","0","11","0","11","152","173","53","59","79","103","18","29","20","28","114","146","0","11","31","36","398","237",
"1500000US150070404002","Block Group 2, Census Tract 404, Kauai County, Hawaii","1143","399","1143","399","472","119","238","121","43","39","195","116","234","78","94","67","140","63","285","113","0","11","9","13","0","11","322","197","307","195","0","11","15","23","21","30","0","11","0","11","0","11","0","11","34","49","0","11","0","11","0","11",
"1500000US150070404003","Block Group 3, Census Tract 404, Kauai County, Hawaii","2545","640","2513","641","620","114","311","86","39","44","272","74","309","92","52","45","257","91","364","100","0","11","36","35","5","8","832","325","821","325","2","7","9","13","119","80","94","73","20","22","6","12","151","90","104","94","0","11","162","86","32","20",
"1500000US150070404004","Block Group 4, Census Tract 404, Kauai County, Hawaii","2031","601","2031","601","403","88","221","66","35","25","186","59","182","67","49","44","133","53","201","70","0","11","0","11","0","11","471","173","440","171","22","25","9","14","471","315","43","40","75","69","30","46","59","67","129","83","0","11","149","86","0","11",
"1500000US150070404005","Block Group 5, Census Tract 404, Kauai County, Hawaii","2605","497","2596","493","555","87","230","69","23","15","207","66","325","75","64","40","261","63","279","83","0","11","59","41","0","11","949","235","875","206","0","11","74","78","118","86","82","61","55","39","51","54","59","60","190","144","0","11","199","168","9","22",
"1500000US150070405001","Block Group 1, Census Tract 405, Kauai County, Hawaii","158","102","158","102","78","56","46","46","0","11","46","46","32","36","16","25","16","25","32","37","0","11","0","11","0","11","48","37","48","37","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070405002","Block Group 2, Census Tract 405, Kauai County, Hawaii","1701","467","1675","465","552","149","341","147","75","95","266","125","211","102","36","42","175","94","206","74","2","11","45","40","0","11","413","188","395","175","0","11","18","29","94","165","175","138","0","11","0","11","25","45","117","129","0","11","46","73","26","29",
"1500000US150070405003","Block Group 3, Census Tract 405, Kauai County, Hawaii","1580","595","1547","594","433","133","253","112","132","69","121","93","180","94","60","52","120","80","143","105","0","11","0","11","65","86","226","189","226","189","0","11","0","11","64","64","0","11","117","128","0","11","14","24","392","394","0","11","93","110","33","76",
"1500000US150070405004","Block Group 4, Census Tract 405, Kauai County, Hawaii","1892","552","1892","552","541","143","389","146","13","20","376","147","152","89","33","36","119","81","327","127","0","11","96","100","0","11","612","304","582","297","30","46","0","11","0","11","0","11","87","81","21","37","0","11","24","40","0","11","184","133","0","11",
"1500000US150070405005","Block Group 5, Census Tract 405, Kauai County, Hawaii","1727","523","1684","523","571","145","371","109","35","42","336","116","200","128","133","113","67","57","321","126","0","11","26","41","0","11","562","284","416","174","0","11","146","203","24","36","26","51","25","44","0","11","0","11","76","93","0","11","53","86","43","34",
"1500000US150070406031","Block Group 1, Census Tract 406.03, Kauai County, Hawaii","366","107","366","107","139","34","86","31","24","12","62","30","53","20","15","12","38","17","92","29","0","11","0","11","0","11","84","45","73","41","5","7","6","9","12","17","0","11","0","11","0","11","5","7","0","11","0","11","34","50","0","11",
"1500000US150070406032","Block Group 2, Census Tract 406.03, Kauai County, Hawaii","539","121","539","121","289","59","150","42","31","23","119","37","139","44","58","31","81","35","151","40","8","12","24","23","0","11","23","21","18","19","0","11","5","6","0","11","9","12","0","11","0","11","0","11","17","22","0","11","18","16","0","11",
"1500000US150070406033","Block Group 3, Census Tract 406.03, Kauai County, Hawaii","2079","278","2063","276","630","68","244","52","82","33","162","44","386","68","108","47","278","58","265","55","4","6","32","25","0","11","736","160","699","149","0","11","37","31","69","59","42","37","102","68","0","11","11","18","57","49","0","11","115","50","16","7",
"1500000US150070406041","Block Group 1, Census Tract 406.04, Kauai County, Hawaii","96","51","96","51","51","26","33","19","13","14","20","14","18","18","3","5","15","17","28","21","4","5","0","11","0","11","13","18","13","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070406042","Block Group 2, Census Tract 406.04, Kauai County, Hawaii","1440","248","1440","248","479","78","287","79","87","43","200","67","192","55","50","26","142","47","184","63","10","11","55","37","0","11","504","156","473","155","0","11","31","35","29","28","67","45","15","18","0","11","11","13","44","47","0","11","42","38","0","11",
"1500000US150070406043","Block Group 3, Census Tract 406.04, Kauai County, Hawaii","1993","359","1922","357","657","82","329","65","75","40","254","60","328","75","120","51","208","73","316","68","10","15","67","38","0","11","539","189","524","188","0","11","15","16","93","60","12","15","25","22","0","11","27","30","51","30","0","11","125","71","71","34",
"1500000US150070407001","Block Group 1, Census Tract 407, Kauai County, Hawaii","675","214","675","214","281","82","167","74","32","31","135","67","114","50","35","33","79","45","162","70","9","13","20","17","0","11","122","78","122","78","0","11","0","11","5","8","16","28","19","22","0","11","9","16","5","9","0","11","27","26","0","11",
"1500000US150070407002","Block Group 2, Census Tract 407, Kauai County, Hawaii","2435","622","2435","622","749","121","363","117","43","49","320","108","386","115","68","57","318","105","492","113","12","21","0","11","16","24","743","289","743","289","0","11","0","11","21","36","133","168","20","33","0","11","29","49","189","202","0","11","31","36","0","11",
"1500000US150070407003","Block Group 3, Census Tract 407, Kauai County, Hawaii","1409","569","1409","569","354","120","157","91","12","19","145","90","197","104","53","55","144","91","158","89","0","11","31","39","0","11","662","397","551","319","0","11","111","135","39","52","0","11","12","21","0","11","27","37","0","11","0","11","126","157","0","11",
"1500000US150070407004","Block Group 4, Census Tract 407, Kauai County, Hawaii","1356","417","1356","417","462","124","231","93","39","45","192","89","231","110","35","52","196","97","275","97","0","11","82","68","0","11","463","250","463","250","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","74","106","0","11",
"1500000US150070407005","Block Group 5, Census Tract 407, Kauai County, Hawaii","3145","531","3134","534","819","104","433","78","94","42","339","78","386","84","66","32","320","81","470","80","0","11","35","27","0","11","1142","246","1128","242","14","21","0","11","153","86","98","55","111","77","66","54","29","30","105","75","20","32","86","51","11","14",
"1500000US150070407006","Block Group 6, Census Tract 407, Kauai County, Hawaii","532","181","519","180","230","78","111","77","0","11","111","77","119","62","26","34","93","53","163","60","0","11","61","60","0","11","43","61","43","61","0","11","0","11","17","29","0","11","0","11","0","11","5","10","0","11","0","11","0","11","13","7",
"1500000US150070408001","Block Group 1, Census Tract 408, Kauai County, Hawaii","1753","412","1753","412","454","93","267","85","42","32","225","79","187","54","19","13","168","53","217","70","7","10","39","24","0","11","514","173","497","165","14","19","3","6","186","113","54","43","61","43","0","11","38","32","128","80","0","11","55","45","0","11",
"1500000US150070408002","Block Group 2, Census Tract 408, Kauai County, Hawaii","1669","465","1669","465","467","103","280","94","6","8","274","95","187","76","41","41","146","65","238","84","0","11","82","59","7","10","423","202","395","173","0","11","28","46","113","123","30","47","36","55","33","52","37","55","140","122","0","11","63","57","0","11",
"1500000US150070408003","Block Group 3, Census Tract 408, Kauai County, Hawaii","779","292","779","292","274","86","132","71","20","30","112","64","142","65","60","44","82","56","143","74","0","11","0","11","0","11","218","150","218","150","0","11","0","11","28","32","27","39","33","50","0","11","0","11","0","11","0","11","56","84","0","11",
"1500000US150070409001","Block Group 1, Census Tract 409, Kauai County, Hawaii","504","193","504","193","202","67","110","52","30","35","80","45","92","48","12","18","80","45","138","55","0","11","18","28","0","11","146","105","146","105","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150070409002","Block Group 2, Census Tract 409, Kauai County, Hawaii","1220","314","1188","316","396","84","218","63","68","44","150","54","178","67","39","31","139","59","141","56","0","11","13","21","14","22","285","123","241","111","26","28","18","16","81","73","42","37","28","37","5","8","33","31","17","25","0","11","133","101","32","15",
"1500000US150070409003","Block Group 3, Census Tract 409, Kauai County, Hawaii","580","182","563","184","259","63","137","51","57","39","80","43","122","45","57","32","65","40","80","39","0","11","0","11","0","11","88","60","88","60","0","11","0","11","0","11","16","24","0","11","0","11","0","11","75","102","0","11","45","53","17","8",
"1500000US150070409004","Block Group 4, Census Tract 409, Kauai County, Hawaii","845","260","835","260","286","81","217","73","13","16","204","71","69","55","17","25","52","48","192","74","0","11","0","11","0","11","273","155","273","155","0","11","0","11","0","11","0","11","0","11","0","11","0","11","63","91","0","11","21","34","10","24",
"1500000US150070409005","Block Group 5, Census Tract 409, Kauai County, Hawaii","391","165","391","165","181","74","49","39","0","11","49","39","132","62","71","49","61","42","46","29","0","11","15","24","16","25","72","65","72","65","0","11","0","11","8","11","33","49","0","11","0","11","0","11","0","11","0","11","20","23","0","11",
